year_month,direction_code,NZ_area,Count,geo_level,period
2016-02,A,Southland District,8610,Territorial authority areas,Year ended
2016-03,A,Southland District,8568,Territorial authority areas,Year ended
2016-04,A,Southland District,8556,Territorial authority areas,Year ended
2016-05,A,Southland District,8637,Territorial authority areas,Year ended
2016-06,A,Southland District,8679,Territorial authority areas,Year ended
2016-07,A,Southland District,8823,Territorial authority areas,Year ended
2016-08,A,Southland District,8772,Territorial authority areas,Year ended
2016-09,A,Southland District,8820,Territorial authority areas,Year ended
2016-10,A,Southland District,8961,Territorial authority areas,Year ended
2016-11,A,Southland District,8844,Territorial authority areas,Year ended
2016-12,A,Southland District,8841,Territorial authority areas,Year ended
2017-01,A,Southland District,8871,Territorial authority areas,Year ended
2017-02,A,Southland District,8913,Territorial authority areas,Year ended
2017-03,A,Southland District,9045,Territorial authority areas,Year ended
2017-04,A,Southland District,9123,Territorial authority areas,Year ended
2017-05,A,Southland District,9117,Territorial authority areas,Year ended
2017-06,A,Southland District,9282,Territorial authority areas,Year ended
2017-07,A,Southland District,9582,Territorial authority areas,Year ended
2017-08,A,Southland District,9744,Territorial authority areas,Year ended
2017-09,A,Southland District,9657,Territorial authority areas,Year ended
2017-10,A,Southland District,9681,Territorial authority areas,Year ended
2017-11,A,Southland District,9681,Territorial authority areas,Year ended
2017-12,A,Southland District,9762,Territorial authority areas,Year ended
2018-01,A,Southland District,9849,Territorial authority areas,Year ended
2018-02,A,Southland District,9834,Territorial authority areas,Year ended
2018-03,A,Southland District,9747,Territorial authority areas,Year ended
2018-04,A,Southland District,9753,Territorial authority areas,Year ended
2018-05,A,Southland District,9876,Territorial authority areas,Year ended
2018-06,A,Southland District,9873,Territorial authority areas,Year ended
2018-07,A,Southland District,9975,Territorial authority areas,Year ended
2018-08,A,Southland District,9987,Territorial authority areas,Year ended
2018-09,A,Southland District,10188,Territorial authority areas,Year ended
2018-10,A,Southland District,10311,Territorial authority areas,Year ended
2018-11,A,Southland District,10377,Territorial authority areas,Year ended
2018-12,A,Southland District,10374,Territorial authority areas,Year ended
2019-01,A,Southland District,10326,Territorial authority areas,Year ended
2019-02,A,Southland District,10401,Territorial authority areas,Year ended
2019-03,A,Southland District,10515,Territorial authority areas,Year ended
2019-04,A,Southland District,10620,Territorial authority areas,Year ended
2019-05,A,Southland District,10746,Territorial authority areas,Year ended
2019-06,A,Southland District,10803,Territorial authority areas,Year ended
2015-05,A,Stratford District,2250,Territorial authority areas,Year ended
2015-06,A,Stratford District,2229,Territorial authority areas,Year ended
2015-07,A,Stratford District,2154,Territorial authority areas,Year ended
2015-08,A,Stratford District,2181,Territorial authority areas,Year ended
2015-09,A,Stratford District,2160,Territorial authority areas,Year ended
2015-10,A,Stratford District,2160,Territorial authority areas,Year ended
2015-11,A,Stratford District,2133,Territorial authority areas,Year ended
2015-12,A,Stratford District,2148,Territorial authority areas,Year ended
2016-01,A,Stratford District,2124,Territorial authority areas,Year ended
2016-02,A,Stratford District,2103,Territorial authority areas,Year ended
2016-03,A,Stratford District,2037,Territorial authority areas,Year ended
2016-04,A,Stratford District,2043,Territorial authority areas,Year ended
2016-05,A,Stratford District,2031,Territorial authority areas,Year ended
2016-06,A,Stratford District,2028,Territorial authority areas,Year ended
2016-07,A,Stratford District,2037,Territorial authority areas,Year ended
2016-08,A,Stratford District,1968,Territorial authority areas,Year ended
2016-09,A,Stratford District,1968,Territorial authority areas,Year ended
2016-10,A,Stratford District,1983,Territorial authority areas,Year ended
2016-11,A,Stratford District,1992,Territorial authority areas,Year ended
2016-12,A,Stratford District,1968,Territorial authority areas,Year ended
2017-01,A,Stratford District,1983,Territorial authority areas,Year ended
2017-02,A,Stratford District,2016,Territorial authority areas,Year ended
2017-03,A,Stratford District,2073,Territorial authority areas,Year ended
2017-04,A,Stratford District,2013,Territorial authority areas,Year ended
2017-05,A,Stratford District,2016,Territorial authority areas,Year ended
2017-06,A,Stratford District,2019,Territorial authority areas,Year ended
2017-07,A,Stratford District,2049,Territorial authority areas,Year ended
2017-08,A,Stratford District,2067,Territorial authority areas,Year ended
2017-09,A,Stratford District,2082,Territorial authority areas,Year ended
2017-10,A,Stratford District,2115,Territorial authority areas,Year ended
2017-11,A,Stratford District,2109,Territorial authority areas,Year ended
2017-12,A,Stratford District,2115,Territorial authority areas,Year ended
2018-01,A,Stratford District,2166,Territorial authority areas,Year ended
2018-02,A,Stratford District,2160,Territorial authority areas,Year ended
2018-03,A,Stratford District,2136,Territorial authority areas,Year ended
2018-04,A,Stratford District,2175,Territorial authority areas,Year ended
2018-05,A,Stratford District,2193,Territorial authority areas,Year ended
2018-06,A,Stratford District,2241,Territorial authority areas,Year ended
2018-07,A,Stratford District,2304,Territorial authority areas,Year ended
2018-08,A,Stratford District,2364,Territorial authority areas,Year ended
2018-09,A,Stratford District,2412,Territorial authority areas,Year ended
2018-10,A,Stratford District,2448,Territorial authority areas,Year ended
2018-11,A,Stratford District,2469,Territorial authority areas,Year ended
2018-12,A,Stratford District,2484,Territorial authority areas,Year ended
2019-01,A,Stratford District,2460,Territorial authority areas,Year ended
2019-02,A,Stratford District,2457,Territorial authority areas,Year ended
2019-03,A,Stratford District,2502,Territorial authority areas,Year ended
2019-04,A,Stratford District,2508,Territorial authority areas,Year ended
2019-05,A,Stratford District,2538,Territorial authority areas,Year ended
2019-06,A,Stratford District,2502,Territorial authority areas,Year ended
2015-05,A,Tararua District,3942,Territorial authority areas,Year ended
2015-06,A,Tararua District,3918,Territorial authority areas,Year ended
2015-07,A,Tararua District,3885,Territorial authority areas,Year ended
2015-08,A,Tararua District,3873,Territorial authority areas,Year ended
2015-09,A,Tararua District,3888,Territorial authority areas,Year ended
2015-10,A,Tararua District,3930,Territorial authority areas,Year ended
2015-11,A,Tararua District,3933,Territorial authority areas,Year ended
2015-12,A,Tararua District,3999,Territorial authority areas,Year ended
2016-01,A,Tararua District,4011,Territorial authority areas,Year ended
2016-02,A,Tararua District,4032,Territorial authority areas,Year ended
2016-03,A,Tararua District,4014,Territorial authority areas,Year ended
2016-04,A,Tararua District,4026,Territorial authority areas,Year ended
2016-05,A,Tararua District,4005,Territorial authority areas,Year ended
2016-06,A,Tararua District,4041,Territorial authority areas,Year ended
2016-07,A,Tararua District,4032,Territorial authority areas,Year ended
2016-08,A,Tararua District,4026,Territorial authority areas,Year ended
2016-09,A,Tararua District,3987,Territorial authority areas,Year ended
2016-10,A,Tararua District,3999,Territorial authority areas,Year ended
2016-11,A,Tararua District,3990,Territorial authority areas,Year ended
2016-12,A,Tararua District,3930,Territorial authority areas,Year ended
2017-01,A,Tararua District,3978,Territorial authority areas,Year ended
2017-02,A,Tararua District,3984,Territorial authority areas,Year ended
2017-03,A,Tararua District,3993,Territorial authority areas,Year ended
2017-04,A,Tararua District,3969,Territorial authority areas,Year ended
2017-05,A,Tararua District,4035,Territorial authority areas,Year ended
2017-06,A,Tararua District,4089,Territorial authority areas,Year ended
2017-07,A,Tararua District,4167,Territorial authority areas,Year ended
2017-08,A,Tararua District,4176,Territorial authority areas,Year ended
2017-09,A,Tararua District,4284,Territorial authority areas,Year ended
2017-10,A,Tararua District,4320,Territorial authority areas,Year ended
